transaction_id,fraud_probability,risk_level,triggered_rules,final_decision,explanation,scored_at,label_is_fraud,fraud_type
668e2c7f-625f-4cef-82fb-da4003df8862,0.0,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
ae99353e-6287-4d79-8d12-476ec77ca9ca,0.0002,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
c181783c-c04e-4a21-9d76-f2cd96231b9e,0.0002,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
33a7dbf8-db7a-4b3f-8348-707f0eb8dcab,0.0002,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
19608c9b-3228-4e12-9be0-1fdb6c57f98b,0.9995,CRITICAL,"HIGH_AMOUNT_DEVIATION,NEW_RECEIVER_HIGH_VALUE",BLOCK,"Key factors: amount is 8.0 standard deviations above the sender's usual amount; amount is 4.4x the sender's typical amount; first transaction to this receiver. Rules triggered: HIGH_AMOUNT_DEVIATION, NEW_RECEIVER_HIGH_VALUE. Model fraud probability: 99.9%.",2026-08-30T07:14:01.925972+00:00,True,phishing_induced
5816749d-7c7c-4441-a62c-a884e67d3f28,0.0003,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
1d38f30c-1f91-4083-b4a1-f980974f7d35,0.0202,LOW,,ALLOW,Key factors: first transaction to this receiver. Model fraud probability: 2.0%.,2026-08-30T07:14:01.925972+00:00,False,
684bfe45-7101-4ecc-a7d6-39f45be96784,0.0002,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
349e4bcd-78be-4c7d-8094-5ffed267d261,0.0004,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
875e0c94-0ddb-4f6a-b171-9133b2362423,0.0008,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.1%).,2026-08-30T07:14:01.925972+00:00,False,
96901ec2-0535-4ff7-812d-6983ece2eb1d,0.0018,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.2%).,2026-08-30T07:14:01.925972+00:00,False,
87d42024-6fe6-4ed7-80ea-6d8c81d34344,0.0005,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.1%).,2026-08-30T07:14:01.925972+00:00,False,
1e4014b1-a927-44bd-b6fd-f5ec16f71012,0.0047,LOW,,ALLOW,Key factors: first transaction to this receiver. Model fraud probability: 0.5%.,2026-08-30T07:14:01.925972+00:00,False,
80afeadc-d810-412d-9ab8-87283b21548a,0.0094,LOW,,ALLOW,Key factors: first transaction to this receiver. Model fraud probability: 0.9%.,2026-08-30T07:14:01.925972+00:00,False,
f51f1de5-e39c-460e-a78f-04616162a9b6,0.0003,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
51c771e7-de86-497b-b40c-4dde7e2d448a,0.0005,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.1%).,2026-08-30T07:14:01.925972+00:00,False,
ca7e3b88-d3e5-4f42-a631-d56831119f37,0.0002,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
425b43c5-a43d-4bd0-8999-f14d09ee7453,0.0002,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
24e1f509-75bf-4ae6-a353-fbc52654d040,0.0002,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
fe3e8ebf-057f-46c6-bcfd-03cfcfdc216d,0.0004,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
e0b25c9c-7f60-4140-a3f7-0e53bea56220,0.0001,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
4cbd01c9-0c15-450c-8cfc-8479808b5625,0.0001,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
c5fd745b-78d7-4f79-b44a-8fa911b8c26c,0.0001,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
18e72271-d416-4e61-ace6-8a61f3d47305,0.0002,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
1a7b9a9e-dd42-4e5d-a242-4654d59e7ed2,0.0006,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.1%).,2026-08-30T07:14:01.925972+00:00,False,
473b5be6-9c60-4e78-97a5-3aba24c508ca,0.0004,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
bab58dbf-be84-4903-90e3-af0ef7973d53,0.0003,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
a86ad676-5fa5-46f6-a7f4-82c7f026b2b2,0.0011,LOW,,ALLOW,Key factors: occurring at an hour unusual for this sender. Model fraud probability: 0.1%.,2026-08-30T07:14:01.925972+00:00,False,
c6f7823e-37df-4d1c-8906-188f27ee1c07,0.0005,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
ebf0047a-cef4-463c-982d-652ec7db908b,0.0003,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
60ae2b15-5927-4dfe-873b-6504bf64347f,0.0006,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.1%).,2026-08-30T07:14:01.925972+00:00,False,
edad3930-30d3-4b84-a672-b5e13f82dd6f,0.0009,LOW,,ALLOW,Key factors: 2 other transactions from this sender in the last hour. Model fraud probability: 0.1%.,2026-08-30T07:14:01.925972+00:00,False,
317f6725-c48c-4485-a92c-439c2fadead8,0.0003,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
1560a079-4feb-4049-8353-5957c20d27b2,0.0002,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
0decd74b-ac14-446f-ad2e-49a44ae15793,0.0005,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.1%).,2026-08-30T07:14:01.925972+00:00,False,
6f0869c8-4c74-4a93-af1e-16c8cb9722ac,0.0002,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
dae6cd37-098c-405f-a9ae-98418157b053,0.0006,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.1%).,2026-08-30T07:14:01.925972+00:00,False,
040577ea-ed2b-49f4-b255-7fa2a1c16d92,0.0001,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
2f7dced2-d9a0-4202-8a42-418fe914d79c,0.0002,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
f96401fd-1e7a-4671-8a2e-130b8e3b3664,0.0009,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.1%).,2026-08-30T07:14:01.925972+00:00,False,
e9dcc12e-b865-490e-8296-eb331aab85e9,0.0002,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
fd8c7b14-8660-424f-973b-dff0d39118d9,0.0004,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
7b5e6b92-3087-4782-b5fe-01b7724e03f0,0.0005,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.1%).,2026-08-30T07:14:01.925972+00:00,False,
a577cdfa-0b45-4347-80ac-1fd7525b81d1,0.0003,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
bc43e920-4714-4021-b077-1bb6fe6798ac,0.0003,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
b5adc06c-876c-43a2-8dbe-c3f6e6a583ca,0.0005,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
fff94c48-bcd5-4abd-b97b-71a07c443773,0.0002,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
c6637c02-6c28-4fcc-9e79-8b0597795579,0.0002,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
602eb8f6-5c7c-41a4-8580-af17fe64aa08,0.0506,LOW,,ALLOW,No significant risk factors identified (fraud probability 5.1%).,2026-08-30T07:14:01.925972+00:00,False,
6df8440e-ba17-4a04-a21a-98fd946c5332,0.0002,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
e2f11dca-48f7-482c-9e24-16015abb0894,0.0002,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
bb3b2eea-ba3e-4db8-a5eb-a86b9ef06b3c,0.044,LOW,,ALLOW,Key factors: first transaction to this receiver. Model fraud probability: 4.4%.,2026-08-30T07:14:01.925972+00:00,False,
4fe212f1-0fb0-4e59-8eaf-d2048fd12cf8,0.0003,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
d11f462a-868e-4008-8883-60086252e9a7,0.0002,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
4e8212d5-54bb-4a99-9bfb-be03be74753e,0.0007,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.1%).,2026-08-30T07:14:01.925972+00:00,False,
dc7fc5f6-d8a9-4252-9081-832ee8e1e4d7,0.0002,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
08350a2b-a330-4bb3-9d3d-ea712de8d3c2,0.0003,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
c2b6dbcd-29aa-4bed-ba9d-28fb8918a087,0.0003,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
b2785696-0fcf-4aae-b20f-79da4d2cd616,0.0807,LOW,,ALLOW,Key factors: first transaction to this receiver. Model fraud probability: 8.1%.,2026-08-30T07:14:01.925972+00:00,False,
735502d0-4c90-4c18-bc7e-6d7c693771ad,0.0002,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
325dc297-8b74-4bd0-ab42-79390a00ff95,0.0004,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
11c353d9-3dcc-4943-8c58-555c0c954363,0.0002,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
89072f71-d7c3-4b8f-8b49-d084fff316e6,0.0005,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
294a5ca3-b138-4cfc-8cbc-fc53d1dde2db,0.0006,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.1%).,2026-08-30T07:14:01.925972+00:00,False,
fb988586-febb-4e26-af70-4ec5d5661951,0.0032,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.3%).,2026-08-30T07:14:01.925972+00:00,False,
d69d571c-2717-43aa-b82b-3f0bb522f992,0.0002,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
8c86918c-a110-47e6-a952-ca729d737c33,0.0003,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
5e558832-fd0d-49f3-8197-60851606a8ac,0.0023,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.2%).,2026-08-30T07:14:01.925972+00:00,False,
7754ec53-60aa-4ea9-8f66-39ddcc4d3d3b,0.0006,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.1%).,2026-08-30T07:14:01.925972+00:00,False,
1c2e6182-d2aa-4ce0-b445-354e70573d8d,0.0001,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
4d7df5a2-1670-44c1-ae96-fb07e48f4fe2,0.0002,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
a882bcfc-2d97-44b6-8ca7-f0a8f8047585,0.0004,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
c02867a4-b113-4d0e-86f7-ebc5d862c19f,0.0004,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
c4b33832-8248-4839-8149-58251e0eecb7,0.0004,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
0321cefe-ef40-4453-b029-49d5f85331d3,0.0002,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
28ee244c-416c-4655-a470-25d054e53f69,0.0004,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
42f98b36-37f0-4394-8ab1-561305da1dcb,0.0011,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.1%).,2026-08-30T07:14:01.925972+00:00,False,
cce38e54-0213-4f81-b831-a924d2a74320,0.0002,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
f5136764-4a23-42ad-b297-23129b028692,0.0628,LOW,,ALLOW,Key factors: first transaction to this receiver. Model fraud probability: 6.3%.,2026-08-30T07:14:01.925972+00:00,False,
f7e268b1-8a28-4f8e-93bc-d2207fbc55ec,0.0008,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.1%).,2026-08-30T07:14:01.925972+00:00,False,
2ca4e6db-5ac7-4f52-bd14-d64aefc4c836,0.0009,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.1%).,2026-08-30T07:14:01.925972+00:00,False,
38e8e52a-6fab-42f0-8b40-7cea1405fe24,0.0002,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
4daa5a30-496d-48a8-873c-9859a55eaf13,0.0002,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
e4b98cee-3dd3-4fb0-bc99-6e355c995038,0.0002,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
8a245282-a135-452e-9041-6f250d11b762,0.0002,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
6e131de3-8544-45ec-ac9b-a97b2da13aae,0.0006,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.1%).,2026-08-30T07:14:01.925972+00:00,False,
44119191-d670-4f45-bcaf-5a8f18addd72,0.0003,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
c4c608c8-b718-40ec-bba2-e3e6e464ff93,0.0005,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
322e56dd-5202-4c59-8762-659dd52521c6,0.0003,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
ed738da5-0519-449b-a03f-fdf5e8ff45c8,0.0009,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.1%).,2026-08-30T07:14:01.925972+00:00,False,
c87fa47d-64cf-45ef-ac60-8fafe8bfe32a,0.0001,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
f276d8e2-b4f1-44e7-bd22-47ba26d2a169,0.0003,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
117d69d5-d933-4d2e-ad28-92d678e14b4f,0.0001,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
3a321c7c-20bc-4173-b753-6ec9d8c26adb,0.0009,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.1%).,2026-08-30T07:14:01.925972+00:00,False,
2ece644d-c8f1-4ede-b9db-0493563c2291,0.0001,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
9202a255-d99d-437f-bc5b-fdfb0776bd0b,0.0007,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.1%).,2026-08-30T07:14:01.925972+00:00,False,
5b5f8dde-b657-41c1-8556-19a46eda46ca,0.0002,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
ec25a9f6-97ea-4ce9-aff9-e550bcaf6498,0.0003,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
8c02ffd9-cd17-4a72-bc97-63b71fc222ce,0.0395,LOW,,ALLOW,Key factors: first transaction to this receiver. Model fraud probability: 3.9%.,2026-08-30T07:14:01.925972+00:00,False,
41b1cbdd-ce38-4b85-80f8-5df751c8f024,0.0006,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.1%).,2026-08-30T07:14:01.925972+00:00,False,
9d03b847-99e9-4ce1-9367-043683a01b82,0.0006,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.1%).,2026-08-30T07:14:01.925972+00:00,False,
ce08ebf3-b284-405b-9950-1171ea95490e,0.0002,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
d33c7733-2a2c-40c0-a5a3-400317138f82,0.0003,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
498111a4-666a-4057-8446-53c67ec22b8c,0.0002,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
6e51f955-d159-46a6-b46f-8c5859513078,0.2931,LOW,,ALLOW,Key factors: first transaction to this receiver. Model fraud probability: 29.3%.,2026-08-30T07:14:01.925972+00:00,False,
f6a50781-d252-4a61-882f-327e9236acf5,0.0002,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
0975773e-c7ab-440d-94be-b2c85f86a257,0.003,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.3%).,2026-08-30T07:14:01.925972+00:00,False,
862f5eb6-3e96-4cfe-8ddc-5c557c1d186b,0.0314,LOW,,ALLOW,Key factors: first transaction to this receiver. Model fraud probability: 3.1%.,2026-08-30T07:14:01.925972+00:00,False,
70515407-974f-4003-b92a-f7564cba6558,0.0003,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
e1493654-16d0-43bc-8d92-cd2e8dca6bfd,0.0016,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.2%).,2026-08-30T07:14:01.925972+00:00,False,
d6a54081-513c-4f8c-b9a4-822c7c0cea93,0.009,LOW,,ALLOW,Key factors: first transaction to this receiver. Model fraud probability: 0.9%.,2026-08-30T07:14:01.925972+00:00,False,
15249132-16e5-41d6-abbf-1fd603921d00,0.0003,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
29a09339-e07a-4ad2-8e21-d40ea79451e6,0.0005,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
696e3095-c102-40fc-89c6-ae47a30c7669,0.0006,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.1%).,2026-08-30T07:14:01.925972+00:00,False,
b55d689f-e1c2-4a95-a4ba-cf59ba8c752d,0.0009,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.1%).,2026-08-30T07:14:01.925972+00:00,False,
9457601b-1614-4592-9d95-d9596b77234b,0.0011,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.1%).,2026-08-30T07:14:01.925972+00:00,False,
badcf644-526e-4764-ba2a-a09044764701,0.0003,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
fe3a5520-ce30-4bf4-ad51-d5b2963703b7,0.0004,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
ac3053a6-3adc-4983-8f80-dcfffe5541a1,0.0015,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.2%).,2026-08-30T07:14:01.925972+00:00,False,
106aaf70-7ad6-485c-9b3d-57290d320ad4,0.0007,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.1%).,2026-08-30T07:14:01.925972+00:00,False,
5f25495e-83b5-48c9-b0dc-0dae8d98072c,0.0011,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.1%).,2026-08-30T07:14:01.925972+00:00,False,
3aaa80a2-2b18-4488-94d9-8b055efe9ea4,0.0002,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
c0fa8c09-5c14-4215-9967-b6404c5cdb66,0.0006,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.1%).,2026-08-30T07:14:01.925972+00:00,False,
7d41b39d-d819-4544-a4d6-95bfafe85da7,0.0002,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
7654965b-1229-4dbc-a273-8627ff07f616,0.0002,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
42293313-a338-4833-8ce1-2521059e3e2c,0.0568,LOW,,ALLOW,No significant risk factors identified (fraud probability 5.7%).,2026-08-30T07:14:01.925972+00:00,False,
0f7abe36-bbe3-4fb8-be05-4f5fccaf916c,0.0001,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
b81780c1-c94a-4838-b0b7-b0441cdc6561,0.0002,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
95220a84-307a-4212-807f-d0347f08e813,0.0002,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
10bfdf3e-2f7a-4a68-bde7-7fddc3d48588,0.016,LOW,,ALLOW,Key factors: amount is 2.9 standard deviations above the sender's usual amount; first transaction to this receiver. Model fraud probability: 1.6%.,2026-08-30T07:14:01.925972+00:00,False,
ee690f04-2025-4c39-89d3-837f5f7d25df,0.0002,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
a16834b9-06a6-408e-a50c-372f6d1babd6,0.0003,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
f608efb0-8edf-4bd4-afca-7aac2987e39d,0.0008,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.1%).,2026-08-30T07:14:01.925972+00:00,False,
6856ad4e-521a-4b36-9c0c-2dcaede19202,0.0007,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.1%).,2026-08-30T07:14:01.925972+00:00,False,
5dfd000c-eb39-4a7d-9ad8-ba3ececd229b,0.0003,LOW,,ALLOW,Key factors: occurring at an hour unusual for this sender. Model fraud probability: 0.0%.,2026-08-30T07:14:01.925972+00:00,False,
0e6f83ab-46d4-4896-8ee0-84b1553a9efb,0.0003,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
bf746a98-1a2c-46e9-b81a-69a4ac0e7082,0.0004,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
750ec02b-3c73-40db-a040-07d7fba9b13a,0.0004,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
98d64723-fd38-4dc8-8373-57c24968377c,0.0002,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
ff3e5f80-b634-41a2-862a-12d2886ccba5,0.0005,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.1%).,2026-08-30T07:14:01.925972+00:00,False,
439c5387-e098-4dca-8f65-572ca171eff4,0.0022,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.2%).,2026-08-30T07:14:01.925972+00:00,False,
d007ab08-c6d3-4c83-8297-9b44e5ce6863,0.0006,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.1%).,2026-08-30T07:14:01.925972+00:00,False,
8521a0af-0816-4573-8386-5eafc4598460,0.0012,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.1%).,2026-08-30T07:14:01.925972+00:00,False,
12571696-ba31-4d7f-80c1-a858db119f61,0.0002,LOW,,ALLOW,Key factors: occurring at an hour unusual for this sender. Model fraud probability: 0.0%.,2026-08-30T07:14:01.925972+00:00,False,
076119d6-6591-42cc-8283-c0a8735fd805,0.0004,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
2d68b3a3-7207-442d-b34c-a53501cc7ff3,0.0004,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
9507b0bf-2245-433d-b480-fe1d6fee4f9a,0.0794,LOW,,ALLOW,Key factors: first transaction to this receiver. Model fraud probability: 7.9%.,2026-08-30T07:14:01.925972+00:00,False,
2e7dba79-a44c-43a9-88b7-371f0736b50b,0.0003,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
b3f7bd33-1a8c-421a-8063-972d9768a33c,0.0002,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
99f3d8a1-3040-4f13-bc05-c19f198476fe,0.0007,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.1%).,2026-08-30T07:14:01.925972+00:00,False,
7c2ea614-e224-4be2-9ea3-20e19e1c6d5c,0.001,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.1%).,2026-08-30T07:14:01.925972+00:00,False,
ab73a197-3120-4db3-b14b-57f033ee294a,0.0006,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.1%).,2026-08-30T07:14:01.925972+00:00,False,
7a20c811-5596-4608-afe3-58ff4e3db9b5,0.0006,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.1%).,2026-08-30T07:14:01.925972+00:00,False,
91652e64-6cde-4838-adbf-8d50e8ef5074,0.0005,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
879b78df-4750-475e-9380-b4897ce712f1,0.0002,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
